"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"005672013",603095,8,"2013-09-11 00:00:00",2,3300,"CONT. CAPOEIRA A. COMINIDADE REP. POR INALDO F. LIMA, P/APRES. C/MACULELÊ, EM 13/09/13, CONGRESSO MUNIC. PARTIC. POPULAR"
"005682007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao da cantora MIRELLE DIAS C. DA SILVA, para apresentacao no dia 24/11/2007, no projeto CIRCULO CULTURAL DAS PR"
"005682008",603095,8,"2008-11-24 00:00:00",2,1000,"CONTRATAÇÃO DE FRANCISCO DE O. NETO PARA REALIZAÇÃO DA EXPOSIÇÃO INTITULADA ""PORAN"" NO CASARÃO 34."
"005682009",603095,8,"2009-09-14 00:00:00",2,1000,"Contrat. Grupo Jovem Piollin, fara apresent. dia 27/09/2009, praca coqueral - Mangabeira."
"005682010",603095,8,"2010-09-30 00:00:00",2,600,"Cont. do ""quadrinista Shiko"" Francisco J.S. Leite p/ participação de uma mesa redonda sobre literatura e quadrinhos"
"005682012",603095,8,"2012-12-21 00:00:00",2,8100,"Contrat. Coro de Camara Villa - Lobos, Rep. Maria de Fatima, fara apresent. dia 25/12/2012, no Busto de Tamandare."
"005682013",602171,7,"2013-12-02 00:00:00",2,2109,"AQUISIÇÃO DE SUPLEMENTOS NUTRICIONAIS."
"005692007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do cantor EDISIO FRANCISCO F. SILVEIRA, para apresentacao no dia 24/11/2007, no projeto CIRCU- LO CULTURAL D"
"005692008",603095,8,"2008-12-09 00:00:00",2,1500,"Contratação do cantor Walter Luis, p/ apresentação dia 07/12/2008, na Praça dos Motoristas em Jaguaribe."
"005692009",603095,8,"2009-09-13 00:00:00",2,1000,"Contrat. Cia Oxente de Atividades Culturais, fara apresent. dia 13/09/2009, na praca Coqueral - Mangabeira."
"005692010",603095,8,"2010-10-08 00:00:00",2,4000,"Contrat. Grupo Graxa de Teatro, fara duas aprest. dias 09 e 16/10/2010, nas pracas Aquiles Leal e Augusto Crispim, Jagua"
"005692012",603095,8,"2012-12-26 00:00:00",2,5000,"Contrat. Orq. Santonica Balaio Nordestina, rep. Por Eulalia A. Silva, fara apresent.31/12/2012, no Busto de Tamandare."
"005692013",602171,7,"2013-12-02 00:00:00",2,480,"AQUISIÇÃO DE SUPLEMENTOS NUTRICIONAIS."
"005702007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do cantor AMANDI P. C. COSTA, para apre- sentacao no dia 24/11/2007, no projeto CIRCULO CULTU- RAL DAS PRACA"
"005702008",603095,8,"2008-12-15 00:00:00",2,900,"Contratação do cantor José Robério J. Silva e banda, p/ apresentação dia 17/12/2008 na confraternização do Prefeito Cons"
"005702009",603095,8,"2009-09-17 00:00:00",2,1500,"Contrat. Trupe Arlequin Circo e Teatro, ministrata Oficina de teatrono periodo 19 a 26/09/2009, no Espaco Cultural."
"005702010",603095,8,"2010-10-08 00:00:00",2,1000,"Contrat. Claudio Silva, fara apresentacao dia 13/10/2010 o espetaculo Circo Imaginario, no Campo do Boa Esperanca- Valen"
"005702012",603095,8,"2012-12-28 00:00:00",2,5000,"Contrat. Fabio Hemrique Alves, rep.Val Donato, fara apresentacao dia 04/12/2013, no Ponto Cem Reis - Centro."
"005702013",603095,8,"2013-09-12 00:00:00",2,2700,"CONT. TOQUE DE CLASSE E BOSSA REP. POR CELIA R. F. SOUZA,P/APRES.EM 12/09/13,COLEGIO P. DOS C. SEC. DA OAB,P. DOS LEÕES."
"005712007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do MC DAYVID CHARLES F. DE SOUZA, para apresentacao no dia 24/11/2007, no proj. CIRCULO CULTURAL DAS PRACAS."
"005712008",603095,8,"2008-12-22 00:00:00",2,600,"Contratação do Trio os Três do Norte, p/ apresentação dia 19/12/2008 no jardim mangabeira no Alto do Céu."
"005712009",603095,8,"2009-09-17 00:00:00",2,500,"Contrat. Repentistas Solidade e Minervina , fara apresent. dia 19/09/2009, no Auditorio do Sebrae."
"005712010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Companhia Oxente Ativ. Culturais,rep. Cenario e cia de Danca, fara apresent. dia 02/10/2010, Praca Skate Plaza-"
"005712013",603095,8,"2013-09-13 00:00:00",2,1000,"CONT. DO ARTISTA GLAUCO VIEIRA MEIRELES (GLAUCO MEIRELES), P/APRESENTAÇÃO EM 13/09/13, NA ESTAÇÃO DAS ARTES."
"005722007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do cantor CARLOS ALEXANDRE FRANCA, para apresentacao no dia 24/11/2007, no proj. CIRCULO CULTURAL DAS PRACAS"
"005722008",603095,8,"2008-12-26 00:00:00",2,2700,"Contratação do Grupo JPSAX, p/ apresentação dia 01/01/2009 na Estação Cabo Branco, Ciência, Cultura e Artes."
"005722009",603095,8,"2009-09-17 00:00:00",2,1000,"Contrat. Mamulengo Joaquim Guedes rep. por Edvaldo N. Cunha, p/ apresent. em 18/09/2009,na ferinha deTambau."
"005722010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Companhia Oxente Ativ. Culturais, rep. Cia Danca Equilibrio, fara apresent.dia 02/10/2010, na Praca Padre Ze- M"
"005722012",603095,8,"2012-12-28 00:00:00",2,5000,"Cont. de BETO BRITO representante EDILBERTO CIPRIANO DE BRITO-EPP, apres. 25/01, no Ponto de Cem Reis, EXTREMO CULTURAL."
"005722013",603095,8,"2013-09-13 00:00:00",2,1400,"CONT. DE NOSSA TERRA REP. POR LOURIVAL J. B. JUNIOR, P/APRES.EM 13/09/13,NA INST. GOV. FED. P/ INTERAGIR C/AS CIDADES/PB"
"005732007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do grupo de RAP OS GRAMATICOS, para apresentacao no dia 24/11/2007, no Proj. CIRCULO CUL- TURAL DAS PRACAS."
"005732008",603095,8,"2008-12-31 00:00:00",2,5500,"Contratação de José Walter da Costa, rep. do cantor FUBA, p/ apresentação dia 01/01/2009 na Est C. Branco, Ciência, Cult"
"005732009",603095,8,"2009-09-19 00:00:00",2,800,"Contrat. Banda de Reggae Rastamen, fara apresent. dia 19/09/2009, em frente a Igreja Nossa Senhora Das Dores."
"005732010",603095,8,"2010-10-08 00:00:00",2,2500,"Contrat.Cavalo Marinhode Bayeux, fara apresentacao dia 09/10/2010, na praca Dep. Soares Madruga- Valentina."
"005732012",603095,8,"2012-12-31 00:00:00",2,80000,"Cont.de KID ABELHA representante SIRI MUSIC PROD. FONOGRAFICA LTDA-ME,apres. 05/01 no B. de Tamandare- EXTREMO CULTURAL."
"005732013",603095,8,"2013-09-13 00:00:00",2,1200,"CONT. DO ARTISTA ELTON JOSE BATISTA DE SOUZA (ELTON SOUZA), P/APRES. EM 14/09/13, NO PROJ. SABADINHO BOM, 2º TEMPO."
"005742007",603095,8,"2007-11-13 00:00:00",2,750,"Contratacao do grupo AFRONORDESTINAS, para apre-
sentacao no dia 24/11/2007, no Proj. CIRCULO CULTU- RAL DAS PRACAS."
"005742009",603095,8,"2009-09-17 00:00:00",2,1000,"Contrat. Lapinha Jesus de Nazare, fara apresent. dia 26/09/2009, na praca da paz, nos Bacarios."
"005742010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Babau do Mestre Clovis, fara apresentacao dia 16/10/2010, na praca Alcides Carneiro- Manaria"
"005742012",603095,8,"2012-12-27 00:00:00",2,5000,"Cont. de MIRRELLE DIAS CAVALCANTE DA SILVA- MIRA MAIA, apres. 05/01,no B. de Tamandare, no EXTREMO CULTURAL."
"005742013",603095,8,"2013-09-13 00:00:00",2,2000,"CONT. GRUPO CLUBE DO CHORO REP. POR JOSE F. DO NASCIMENTO, P/APRES. EM 14/09/13,NO PROJ. SABADINHO BOM,1º TEMPO."
"005752007",603095,8,"2007-11-20 00:00:00",2,750,"Contratacao do grupo INTERNET DO SAMBA, para apre- sentacao no dia 24/11/2007, no Proj. CIRCULO CULTU- RAL DAS PRACAS."
"005752009",603095,8,"2009-09-17 00:00:00",2,1000,"Contrat.Repentista Antonio Costa e Acrizio de Franca, fara apresent. dia 19/09/2009, nos fucionarios I."
"005752010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Lapinha Jesus de Nazare, fara apresentacao dia 09/10/2010, na ferinha de Tambau."
"005752013",603095,8,"2013-09-23 00:00:00",2,2500,"CONT. ARTISTA JOSEFA S. L. SOBREIRA (SUZY LOPES), P/APRES. PERIODO DE 24a28/09/13,EVENTO A. DAS LETRAS, C/O S. LITERÁRIO"
"005762007",603095,8,"2007-11-21 00:00:00",2,425,"CONTRATAÇÃO DA EMPRESA MAQ-LAREN , PARA FORNECIMENTO DE SUPRIMENTOS DE INFORM´TICA (TONER PARA XEROX)"
"005762009",603095,8,"2009-09-17 00:00:00",2,1000,"Contrat. Cirandeiros do Vale Do Gramame, fara apresent. dia 18/09/2009, no Ponto Cem Reis."
"005762010",603095,8,"2010-10-01 00:00:00",2,1000,"Contrat. Sergio Ribeiro da Silva, fara apresentacao dia 01/10/2010, no Ponto Cem Reis- Centro."
"005762013",603095,8,"2013-09-13 00:00:00",2,2000,"CONT. MEIRE LIMA REP. POR TALLENTUS M. S. MUSICAIS-ME,P/APRES. EM 13/09/13,SEIS ANOS C.  REF. DA MULHER - E. BEZERRA."
"005772007",603095,8,"2007-11-21 00:00:00",2,750,"Contratacao da SUPIMPA PROD. ART.-AGITADA GANG, no dia 24/11/2007, no Proj. CIRCULO CULTURAL NAS
PRACAS."
"005772009",603095,8,"2009-09-17 00:00:00",2,1000,"Contrat. Francisco Barbosa Sobrinho, fara apresentacao dia 20/09/2009, na praca da Amizade- no Ragel."
"005772010",603095,8,"2010-10-08 00:00:00",2,75200,"Contrat. Arnaldo Antunes , fara apresentacao dia 10/10/2010, no Parque Solon de Lucena- Lagoa - Centro."
"005772013",603095,8,"2013-09-13 00:00:00",2,1000,"CONT. ARTISTA MERLANIO MAIA BARBOZA (MERLANIO MAIA), P/APRES. EM 14/09/13, NA FEIRA SOLID. DA SEC. DESENV. HUMANO/PMJP."
"005782007",603095,8,"2007-11-21 00:00:00",2,560,"Contratacao do musico CAIO VINICIUS F. DA CUNHA para apresentacao no dia 22/11/2007 na escola municipal Antenor Navarro."
"005782009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Franck Lourenco Da silva- fara apresent. dia 20/09/2009, dia 20/09/2009, na praca do Caju - Bessa."
"005782010",603095,8,"2010-10-07 00:00:00",2,3000,"Contrat. Associacao Grupo Estado Dramatico, fara apresentacao dia 18/10/2010 no Teatro Armando Nogueira Neto."
"005782013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DA PESQ. ANA ISABEL S. L. ANDRADE,P/MEDIAR A PALEST. DE SANDRA F. ERICKSON, EVENTO AUGUSTO DAS LETRAS, EM 24/09/13"
"005792007",603095,8,"2007-11-21 00:00:00",2,600,"Contratacao da dupla EMB. COCO CAETANO DA ENGA- ZEIRA E BARRA MANSA, no dia 23/11 da Festa Nossa Senhora da Penha."
"005792009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Francisco Salustiano e Lindalva Dantas, fara arpesent. dia 19/09/2009, na praca Bela- Fucionarios II."
"005792010",603095,8,"2010-10-08 00:00:00",2,2500,"Contrat. Escola De Samba Malandros do Morro, fara apresent. dia 09/10/2010, na praca Coqueral- Mangabeira."
"005792013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DO PROF. EXPEDITO F. JUNIOR, P/MEDIAR A PALEST. DE SANDRA F. ERICKSON, EVENTO AUGUSTO DAS LETRAS, EM 24/09/213. "
"005802007",603095,8,"2007-11-22 00:00:00",2,400,"Contratacao da cantora Genilda M. Cardoso, para apre-
sentacao no dia 24/11/2007, na Comunidade do Esplana- da."
"005802009",603095,8,"2009-09-18 00:00:00",2,3000,"Cont. Grupo Choro Luar Do Sertao, Apresen. dias 21 a 27/09/2009 na est. de Cabedelo, Jaguaribe, Cristo, Torre, Tambia "
"005802010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Grupo Chorisso, fara apresentacao dia 09/10/2010, na Estacao Cabo Branco"
"005802013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. ESCRITOR BRUNO RAFAEL A. GAUDÊNCIO, P/MEDIAR A PALEST. DE PAULO LEMINSKI,EVENTO AUG. DAS LETRAS, EM 24/09/13."
"005812007",603095,8,"2007-11-22 00:00:00",2,800,"Contratatacao do grupo COCO DE RODA-NOVO QUILOM- BO DE GURUGI, apresentacao dia 22/11/2007, na festa N. S. da Penha."
"005812009",603095,8,"2009-09-16 00:00:00",2,6000,"Contrat. Soc.Forroz. Pe de Serra E AI, fara duas apresent. dias 17/09/2009 e 30/09/2009no Bargaco e Estacao Cabo Branco."
"005812010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Jose Gomes Quaresma Filho, musico- Fara apresentacao dia 09/10/2010, na praca Bela Fucionarios II."
"005812013",603095,8,"2013-09-17 00:00:00",2,2500,"CONT. DE SANDRA SASSETTI FERNANDES ERICKSON, P/APRES. PALESTRA NO EVENTO AUGUSTO DAS LETRAS, EM 24/09/13."
"005822007",603095,8,"2007-11-22 00:00:00",2,400,"Contratacao do grupo INVASAO DO SAMBA, para apre- sentacao no dia 22/11/2007, na Comunidade Esplanada."
"005822009",603095,8,"2009-09-17 00:00:00",2,750,"Contrat. Trio Pe de Serra Flor De Caroa, fara apresentacao dia 18/09/2009, na feira livre de Cruz das Armas."
"005822010",603095,8,"2010-10-08 00:00:00",2,4000,"COntrat. Grupo Deuzeruora Vamimbora, fara duas apreset. dias 09 e 15/10/2010 pracas Conquista e Paz no Padre Ze e Bancar"
"005822013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DE NEIDE MEDEIROS SANTOS, P/MEDIAR A PALESTRA DE SÉRGIO CASTRO PINTO, EVENTO AUGUSTO DAS LETRAS, EM 25/09/13."
"005832007",603095,8,"2007-11-22 00:00:00",2,400,"Contratacao do trio OS CABRAS DE MATEUS, para apre- sentacao no dia 23/11/2007, na Comunidade Esplanada."
"005832009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Ze da Viola Progressive Band, fara apresent. dia 18/09/2009, no Largo de Sao Pedro."
"005832010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Vo Mera e Seus Netinhos, fara apresentacao dia 09/10/2010,na praca Crispim -Ipes."
"005832013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DE ANTÔNIO MARIANO DE LIMA, P/MEDIAR A PALESTRA DE FREDERICO BARBOSA, NO EVENTO AUGUSTO DAS LETRAS, EM 25/09/13."
"005842007",603095,8,"2007-11-22 00:00:00",2,300,"Contratacao do mestre JULIANO GONCALVES DA SILVA para debater o filme NAQOYGATSI, no Proj. ALVO/VISUAL."
"005842009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Debora Araujo V. Lima, fara apresentacao dia 19/09/2009, na praca Aquiles  Leal- Jaguaribe."
"005842010",603095,8,"2010-10-08 00:00:00",2,8000,"Contrat. Tapejara Talala Nao P/Producoes Art. Ltda, fara duas apresent. dia 20 e 21/10/2010, no teatro Armando Neto e Po"
"005842013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DE MARIA VALERIA V. REZENDE, P/ MEDIAR A PALESTRA DE HILDEBERTO B. FILHO, EVENTO AUGUSTO DAS LETRAS, EM 26/09/13."
"005852007",603095,8,"2007-11-23 00:00:00",2,180,"Contratacao do DJ MARCO PAULO DE A. MENDONCA, para apresentacao dia 25/11 no Proj. NOVEMBRO DA DANCA."
"005852009",603095,8,"2009-09-21 00:00:00",2,1000,"Contrat. Grupo Samba Mirandinha, fara apresentacao dia 25/09/2009, no Ponto Cem Reis- Centro."
"005852010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Orquestra de Violoes, fara apresentacao dia 08/10/2010, na praca da Paz- Bancarios."
"005852013",603095,8,"2013-09-17 00:00:00",2,1500,"CONT. DE HILDEBERTO B. ARAUJO FILHO, P/APRES. PALESTRA NO EVENTO ""AUGUSTO DAS LETRAS"" EM 26/09/13,ACADEMIA P. DE LETRAS."
"005862007",603095,8,"2007-11-23 00:00:00",2,750,"Contratacao da banda de REGGAE EMBOSCADA, para apresentacao no dia 24/11, na Prog. da III Gincana Agen- te Jovem."
"005862009",603095,8,"2009-09-18 00:00:00",2,750,"Contrat. Banda Raizes Do Vale, fara apresent. dia 20/09/2009, no Baixo Gramame."
"005862010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Banda Beleza Negra Fara apresentacao dia 08/10/2010, na praca Joao Balula- Cidade Verde."
"005862013",602171,7,"2013-12-17 00:00:00",2,1440,"AQUISIÇÃO DE MÓDULO NUTRICIONAL DENOMINADO ISOSOURCE SOYA LITRO"
"005872007",603095,8,"2007-11-23 00:00:00",2,1200,"Contratacao da banda de forro XODO DE MENINA, para apresentacao no dia 25/11 na Prog. da festa Nossa Se- nhora das Graca"
"005872009",603095,8,"2009-09-21 00:00:00",2,1000,"Contrat. Alberto Tavares De Souza, Fara apresentacao dia 26/09/2009, na Praca Lauro Wanderley- Fucionarios I."
"005872010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Banda Os Reis da Cocada Preta, fara apresentacao dia 08/10/2010, na praca Antenor Navarro- Centro Historico. "
"005872013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DE ANDRE RICARDO ALMEIDA AGUIAR, P/MEDIAR A PALESTRA DE GONZAGA RODRIGUES, EVENTO AUGUSTO DAS LETRAS, EM 27/09/13."
"005882007",603095,8,"2007-11-23 00:00:00",2,600,"Contratacao do Grupo FOLCLORICO NOVA GERACAO, para apresentacao no dia 24/11 na Prog. IV Congresso Soc. de Zoologicos."
"005882009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Centro Cultural Piollin, fara apresentacao dia 20/09/2009, na praca de mangueira- Alto do Mateus."
"005882010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Grupo Penha Cirandeira, fara apresentacao dia 09/10/2010, na praca Lauro Wanderley- Fucionarios I."
"005882013",603095,8,"2013-09-17 00:00:00",2,600,"CONT. DE WILLS LEAL, P/ MEDIAR A PALESTRA GONZAGA RODRIGUES, EVENTO AUGUSTO DAS LETRAS, EM 27/09/13.
"
"005892007",603095,8,"2007-11-23 00:00:00",2,750,"Contratacao do trio de forro TRES DO NORDESTE, para apresentacao no dia 25/11, na Prog. da festa de Nossa Senhora das Gr"
"005892009",603095,8,"2009-09-18 00:00:00",2,1000,"Contrat. Grupo Teatro Bigorna, rep do Grupo Teatro Osfor Diario, fara apresent. dia 20/09/2009 na praca da Esperanca."
"005892010",603095,8,"2010-10-08 00:00:00",2,3000,"Contrat. Flavio Eduardo Lira Filho, fara dois Show infantis, ambas dia 10/10/2010 na Lagoa."
"005892013",603095,8,"2013-09-17 00:00:00",2,1300,"CONT. LEONARDO G. BARBOSA,P/DA PALESTRA NO E. ""AUGUSTO DAS LETRAS"",EM 27e28/09/13,C. C. JOACIL B. PEREIRA E CASARÃO 34."
"005902007",603095,8,"2007-11-23 00:00:00",2,600,"Contratacao do grupo CIRANDA TUPINAMBA, para apre- sentacao no dia 24/11, na Prog. do IV Congresso da Soc. de Zoologicos"
"005902009",603095,8,"2009-09-23 00:00:00",2,1000,"Contrat.Violeiras Soledade e Minervina, farao apresentacao dia 20/09/2009, na praca da paz, bancarios."
"005902010",603095,8,"2010-10-01 00:00:00",2,1800,"Contrat. Claudio Santa Cruz Costa Filho, Cantor- fara apresentacao dia 02/10/2010, na praca Coqueral em Mangabeira."
"005902013",603095,8,"2013-09-17 00:00:00",2,5500,"CONT. DE GUSTAVO MAGNO SENA TAVARES, P/APRES. EM 28/09/13, NO EVENTO AUGUSTO DAS LETRAS, NA USINA C. ENERGISA."
"005912007",603095,8,"2007-11-27 00:00:00",2,560,"CONTRATAÇÃO DO MUSICO JULIAN ALBERTO FIGUEROA ELGUETA, QUE SE APRESENTARÁ, NO DIA 01/12/2007, NA IGREJA SÃO FRANCISCO AS"
"005912009",603095,8,"2009-09-21 00:00:00",2,750,"Contrat. Ciranda do Sol, fara arpesentacao dia 23/09/2009, na USF Novais III, Situado a Rua Des. Santo Stanislau."
"005912010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Afronordestinas grupo de Rap, fara apresentacao dia 09/10/2010, na praca Skate- Retao de Manaira."
"005912013",603095,8,"2013-09-13 00:00:00",2,6000,"CONT. ORQ. SANFÔNICA B. N. REP. POR EULALIA A. S.-ME,P/APRES. EM 13/09/13,NA INST. GOV. FED. P/INTERAGIR C/AS CIDADE/PB."
"005922007",603095,8,"2007-11-28 00:00:00",2,600,"Contratacao do prof. AMADOR R. NETO, para ser mediador da mesa redonda CULTURA NA CONTEMPORA- NEIDADE, dia 06/12."
"005922009",603095,8,"2009-09-21 00:00:00",2,1000,"Contrat. Banda Beleza Negra, fara Apresent. dia 26/09/2009, na praca Bela - no Fucionarios II."
"005922010",603095,8,"2010-10-14 00:00:00",2,3000,"Contrat. Ricardo Peixoto de Oliveira, artistico grafico p/criar e pensar o conceito Estetico  do Projeto Outubro do Teat"
"005922013",603095,8,"2013-09-19 00:00:00",2,2000,"CONT. ARTISTA JOAB SOBREIRA DE ANDRADE (JOAB SAX), P/APRES. EM, 21/09/13, NO PROJETO SABADINHO BOM, 1º TEMPO."
"005932007",603095,8,"2007-11-28 00:00:00",2,600,"Contratacao da orientadora LUCIANA DE QUEIROZ, que dara oficina de incentivo a leitura nos bairros, entre 03 e 20/dezemb"
"005932009",603095,8,"2009-09-21 00:00:00",2,750,"Contrat. Cirandeiros Do Vale Do Gramame, Fara Apresent. Dia 26/09/2009, na praca Vidal de Negreiros- Ponto Cem Reis."
"005932010",603095,8,"2010-10-08 00:00:00",2,2000,"Contrat. Companhia Oxente De atividades Culturais,fara apresentacao  dia 08/10/2010, na praca amizade- rangel."
"005932013",603095,8,"2013-09-19 00:00:00",2,7000,"CONT. BANDA TUAREGS REP. POR TUAREGS P. ARTISTICA LTDA-ME, P/APRES. EM 20/09/13,NOS 61 ANOS DA FUNDAÇÃO B. DOS ESTADOS."
"005942007",603095,8,"2007-11-28 00:00:00",2,600,"Contratacao da orientadora LUCIANA DE QUEIROZ, que dara oficina de incentivo a leitura nos bairros, entre 03 e 20/dezemb"
"005942009",603095,8,"2009-09-21 00:00:00",2,750,"Contrat. Adeilson De Morais Ferreira, fara Apresentacao dia 23/09/2009, na USF NOvais III."
"005942010",603095,8,"2010-10-11 00:00:00",2,1500,"Contrat. Grupo Los Iranzi, fara apresentacao dia 11/10/2010, na Escola Municial Augusto Crispim- Ipes."
"005942013",603095,8,"2013-09-19 00:00:00",2,1400,"CONT. CHAMEGUINHO DO FORRO REP. POR WELLINGTON I. SILVA, P/APRES. EM 19/09/13, NA ABERT. DO PROJ. CICLO FAIXA DO LASER."
"005952007",603095,8,"2007-11-28 00:00:00",2,400,"Contratacao da assessora VALDELICE R. ARTUR, que prestara servicos nas oficinas de incentivo a leitura, entre 03 e 20/12"
"005952009",603095,8,"2009-09-21 00:00:00",2,1000,"Contrat. Elisa Cavalcante Leao, fara apresent. dia 25/09/2009, na ferinha de tambau."
"005952010",603095,8,"2010-10-08 00:00:00",2,1000,"Contrat. Claudio Silva de Andrade- Palhaco Tel Pastel, fara apresent. dia 10/10/2010, no circo armado na Lagoa."
"005952013",603095,8,"2013-09-23 00:00:00",2,4000,"CONT. POETA OLIVEIRA P. REP. POR EULALIA A. S., P/APRES. EM 23/09/13,CANT. IMPROV.,NA ABERT.  EVENTO AUGUSTO DAS LETRAS."
"005962007",603095,8,"2007-11-28 00:00:00",2,750,"Contratacao do grupo FORROZEIROS DO NORDESTE, para apresentacao no dia 29/11, na Prog. da inaugur. da Uni. Saude Fam."
"005962009",603095,8,"2009-09-20 00:00:00",2,750,"Contrat. Joao Paulo e Antonio Costa, fara arpesentacao dia 20/09/2009, na Feira de Oitezeiro."
"005962010",603095,8,"2010-10-08 00:00:00",2,6000,"Contrat. Companhia Paraibana de Comedia, fara tres apresentacoes nos dias 10,15 e 30/10/2010 em diversas localidades."
"005962013",603095,8,"2013-09-23 00:00:00",2,5500,"CONT. DE REYNALDO LUIZ T. F. DAMAZIO, P/ DA PALESTRA, EVENTO ""AUGUSTO DAS LETRAS"", EM 24/09/13, ACADEMIA P. LETRAS."
"005972007",603095,8,"2007-11-28 00:00:00",2,360,"Contratacao da musicista ANDREYNA D. D. GUERRA, para se apresentar dia 01/12/07, na Igreja São Francisco."
